"MonthYear","EventRootCode","QuadClass","CountEventNegativeTone","CountEventPositiveTone","SumNumNegativeArticle","SumNumPositiveArticle"
"201108","10","3","0","265","0","1554"
"201109","10","3","0","228","0","1297"
"201110","10","3","0","306","0","2097"
"201111","10","3","0","367","0","2445"
"201112","10","3","0","257","0","1546"
"201201","10","3","0","298","0","1747"
"201202","10","3","0","241","0","1493"
"201203","10","3","0","261","0","1842"
"201204","10","3","0","305","0","1957"
"201205","10","3","0","442","0","3531"
"201206","10","3","0","263","0","1774"
"201207","10","3","0","323","0","2412"
"201208","10","3","0","260","0","2435"
"201209","10","3","0","255","0","2283"
"201210","10","3","0","296","0","2022"
"201211","10","3","0","300","0","2055"
"201212","10","3","0","278","0","1876"
"201301","10","3","0","278","0","2450"
"201302","10","3","0","248","0","1463"
"201303","10","3","0","257","0","1605"
"201304","10","3","0","86","0","627"
"201305","10","3","0","114","0","792"
"201306","10","3","0","205","0","1556"
"201307","10","3","0","245","0","2181"
"201308","10","3","0","329","0","3428"
"201309","10","3","0","364","0","2542"
"201310","10","3","0","373","0","3693"
"201311","10","3","0","592","0","4809"
"201312","10","3","0","240","0","2310"
"201401","10","3","0","199","0","1938"
"201402","10","3","0","286","0","1974"
"201403","10","3","2","221","10","2572"
"201404","10","3","1","209","10","1678"
"201405","10","3","3","201","16","1359"
"201406","10","3","0","232","0","1586"
"201407","10","3","3","307","20","2936"
"201408","10","3","2","249","20","1967"
"201409","10","3","6","236","33","1796"
"201410","10","3","1","344","3","2626"
"201411","10","3","2","288","14","2092"
"201412","10","3","1","315","10","2630"
"201501","10","3","7","435","34","4658"
"201502","10","3","280","371","6611","2691"
"201503","10","3","382","74","5708","562"
"201504","10","3","636","98","10870","566"
"201505","10","3","566","68","12255","469"
"201506","10","3","349","101","11432","836"
"201507","10","3","248","109","3326","687"
"201508","10","3","320","100","2951","1083"
"201509","10","3","313","93","2261","910"
"201510","10","3","365","102","5073","765"
"201511","10","3","355","106","5188","765"
"201512","10","3","264","106","2180","928"
"201601","10","3","341","110","10134","825"
"201602","10","3","330","111","2845","712"
"201603","10","3","334","98","3440","880"
"201604","10","3","289","135","1889","752"
"201605","10","3","473","124","8164","868"
"201606","10","3","321","118","3573","707"
"201607","10","3","378","74","4216","380"
"201608","10","3","329","143","2715","2040"
"201609","10","3","335","125","2472","910"
"201610","10","3","256","123","3846","782"
"201611","10","3","480","139","3995","759"
"201612","10","3","384","127","6385","717"
"201701","10","3","401","141","5553","822"
"201702","10","3","354","127","3366","734"
"201703","10","3","355","101","4168","682"
"201704","10","3","319","103","4513","2844"
"201705","10","3","376","121","4701","906"
"201706","10","3","217","108","1508","702"
"201707","10","3","283","65","3862","467"
"201708","10","3","188","96","2300","567"
"201709","10","3","302","89","4133","610"
"201710","10","3","264","99","3387","859"
"201711","10","3","299","71","2003","526"
"201712","10","3","173","59","1428","369"
"201801","10","3","159","83","1317","616"
"201802","10","3","219","75","2283","470"
"201803","10","3","223","115","3341","576"
"201804","10","3","233","77","2330","513"
"201805","10","3","282","75","4095","439"
"201806","10","3","180","47","1337","346"
"201807","10","3","154","58","1393","364"
"201808","10","3","166","59","1665","403"
"201809","10","3","138","77","842","429"
"201810","10","3","294","79","7418","528"
"201811","10","3","70","10","854","55"
"199901","11","3","0","296","0","1919"
"199902","11","3","0","283","0","1517"
"199903","11","3","0","307","0","1815"
"199904","11","3","0","421","0","2588"
"199905","11","3","0","366","0","2414"
"199906","11","3","0","431","0","2654"
"199907","11","3","0","441","0","2445"
"199908","11","3","0","531","0","3146"
"199909","11","3","0","1182","0","7126"
"199910","11","3","0","538","0","3281"
"199911","11","3","0","368","0","1952"
"199912","11","3","0","347","0","2086"
"200001","11","3","0","484","0","2857"
"200002","11","3","0","373","0","1925"
"200003","11","3","0","251","0","1401"
"200004","11","3","0","301","0","2062"
"200005","11","3","0","267","0","1863"
"200006","11","3","0","438","0","2828"
"200007","11","3","0","338","0","1967"
"200008","11","3","0","508","0","2973"
"200009","11","3","0","521","0","3045"
"200010","11","3","0","400","0","2088"
"200011","11","3","0","331","0","1602"
"200012","11","3","0","469","0","2244"
"200101","11","3","0","279","0","1615"
"200102","11","3","0","447","0","2830"
"200103","11","3","0","387","0","2348"
"200104","11","3","0","367","0","2525"
"200105","11","3","0","431","0","2858"
"200106","11","3","0","362","0","2141"
"200107","11","3","0","508","0","3667"
"200108","11","3","0","430","0","2475"
"200109","11","3","0","366","0","1566"
"200110","11","3","0","385","0","1926"
"200111","11","3","0","277","0","1181"
"200112","11","3","0","185","0","1042"
"200201","11","3","0","369","0","1856"
"200202","11","3","0","317","0","1548"
"200203","11","3","0","259","0","1148"
"200204","11","3","0","225","0","1119"
"200205","11","3","0","230","0","1048"
"200206","11","3","0","183","0","857"
"200207","11","3","0","420","0","1993"
"200208","11","3","0","514","0","2445"
"200209","11","3","0","426","0","1902"
"200210","11","3","0","767","0","3543"
"200211","11","3","0","541","0","2594"
"200212","11","3","0","422","0","1963"
"200301","11","3","0","445","0","2112"
"200302","11","3","0","360","0","1962"
"200303","11","3","0","400","0","2544"
"200304","11","3","0","557","0","3602"
"200305","11","3","0","485","0","2944"
"200306","11","3","0","503","0","2342"
"200307","11","3","0","500","0","2471"
"200308","11","3","0","841","0","4723"
"200309","11","3","0","656","0","3085"
"200310","11","3","0","493","0","2612"
"200311","11","3","0","337","0","1924"
"200312","11","3","0","366","0","1842"
"200401","11","3","0","332","0","1834"
"200402","11","3","0","269","0","1457"
"200403","11","3","0","366","0","1905"
"200404","11","3","0","509","0","2453"
"200405","11","3","0","411","0","1845"
"200406","11","3","0","422","0","2140"
"200407","11","3","0","213","0","1025"
"200408","11","3","0","269","0","1270"
"200409","11","3","0","392","0","1929"
"200410","11","3","0","326","0","1480"
"200411","11","3","0","202","0","972"
"200412","11","3","0","321","0","1593"
"200501","11","3","0","375","0","1950"
"200502","11","3","0","186","0","800"
"200503","11","3","0","296","0","1301"
"200504","11","3","3","200","28","980"
"200505","11","3","3","223","24","1094"
"200506","11","3","1","228","10","1036"
"200507","11","3","1","275","13","1336"
"200508","11","3","0","302","0","1454"
"200509","11","3","0","163","0","824"
"200510","11","3","0","331","0","1759"
"200511","11","3","0","191","0","1070"
"200512","11","3","0","180","0","945"
"200601","11","3","2","234","40","267"
"200602","11","3","0","268","0","466"
"200603","11","3","1","327","10","797"
"200604","11","3","0","292","0","825"
"200605","11","3","0","362","0","1016"
"200606","11","3","0","383","0","1342"
"200607","11","3","0","218","0","591"
"200608","11","3","0","331","0","1283"
"200609","11","3","0","410","0","1944"
"200610","11","3","0","224","0","436"
"200611","11","3","0","334","0","1294"
"200612","11","3","0","265","0","918"
"200701","11","3","0","326","0","981"
"200702","11","3","3","369","139","2002"
"200703","11","3","1","355","10","1495"
"200704","11","3","0","583","0","2574"
"200705","11","3","0","554","0","2302"
"200706","11","3","0","683","0","2786"
"200707","11","3","0","471","0","2137"
"200708","11","3","0","338","0","1655"
"200709","11","3","0","348","0","1697"
"200710","11","3","0","432","0","1781"
"200711","11","3","0","420","0","1701"
"200712","11","3","0","354","0","1410"
"200801","11","3","0","483","0","3907"
"200802","11","3","0","462","0","2201"
"200803","11","3","3","330","304","1566"
"200804","11","3","0","541","0","2744"
"200805","11","3","1","330","10","1539"
"200806","11","3","0","478","0","2434"
"200807","11","3","0","471","0","2650"
"200808","11","3","0","343","0","1565"
"200809","11","3","0","347","0","1591"
"200810","11","3","0","383","0","2097"
"200811","11","3","0","649","0","3903"
"200812","11","3","0","459","0","2240"
"200901","11","3","0","851","0","4484"
"200902","11","3","0","727","0","3760"
"200903","11","3","0","618","0","3427"
"200904","11","3","0","718","0","3832"
"200905","11","3","0","632","0","3979"
"200906","11","3","0","598","0","2874"
"200907","11","3","0","1052","0","8461"
"200908","11","3","0","1015","0","7889"
"200909","11","3","0","956","0","7444"
"200910","11","3","0","783","0","5849"
"200911","11","3","0","752","0","5038"
"200912","11","3","0","839","0","5215"
"201001","11","3","0","799","0","6526"
"201002","11","3","0","836","0","4822"
"201003","11","3","0","310","0","1241"
"201004","11","3","0","414","0","2894"
"201005","11","3","0","341","0","2019"
"201006","11","3","0","291","0","1241"
"201007","11","3","0","568","0","3874"
"201008","11","3","0","1568","0","11586"
"201009","11","3","0","1460","0","11189"
"201010","11","3","0","981","0","7721"
"201011","11","3","0","1060","0","7450"
"201012","11","3","0","868","0","6490"
"201101","11","3","0","795","0","5332"
"201102","11","3","0","1126","0","11529"
"201103","11","3","0","1123","0","8127"
"201104","11","3","0","832","0","4595"
"201105","11","3","0","973","0","6504"
"201106","11","3","0","1147","0","9290"
"201107","11","3","0","1171","0","9714"
"201108","11","3","0","1208","0","9153"
"201109","11","3","0","847","0","7400"
"201110","11","3","0","897","0","5167"
"201111","11","3","0","1043","0","7305"
"201112","11","3","0","654","0","4248"
"201201","11","3","0","816","0","5750"
"201202","11","3","0","1029","0","7491"
"201203","11","3","0","1063","0","7931"
"201204","11","3","0","896","0","6660"
"201205","11","3","0","1077","0","9174"
"201206","11","3","0","931","0","5483"
"201207","11","3","0","886","0","6681"
"201208","11","3","0","771","0","5691"
"201209","11","3","0","1169","0","10992"
"201210","11","3","0","1043","0","10107"
"201211","11","3","0","861","0","5460"
"201212","11","3","0","744","0","4862"
"201301","11","3","0","923","0","6099"
"201302","11","3","0","816","0","7955"
"201303","11","3","0","810","0","4962"
"201304","11","3","0","297","0","2382"
"201305","11","3","0","353","0","2585"
"201306","11","3","0","805","0","6861"
"201307","11","3","0","1172","0","10067"
"201308","11","3","0","1185","0","11100"
"201309","11","3","0","1553","0","14473"
"201310","11","3","0","1064","0","7659"
"201311","11","3","0","1459","0","10754"
"201312","11","3","0","758","0","5935"
"201401","11","3","0","780","0","7161"
"201402","11","3","23","1341","383","10445"
"201403","11","3","27","888","113","8029"
"201404","11","3","9","804","45","7755"
"201405","11","3","19","861","122","7986"
"201406","11","3","11","762","46","5568"
"201407","11","3","5","1131","39","11352"
"201408","11","3","14","1170","71","8839"
"201409","11","3","1","1062","1","7538"
"201410","11","3","8","1381","44","11171"
"201411","11","3","17","934","110","6259"
"201412","11","3","7","1362","126","15278"
"201501","11","3","42","1924","448","19440"
"201502","11","3","833","1217","15043","10180"
"201503","11","3","1682","277","32331","1665"
"201504","11","3","2824","276","53237","2869"
"201505","11","3","1852","248","40098","1968"
"201506","11","3","1230","260","21434","2135"
"201507","11","3","1053","210","11142","1701"
"201508","11","3","1024","291","15712","1814"
"201509","11","3","1277","270","16418","2535"
"201510","11","3","1195","290","15110","2492"
"201511","11","3","1274","241","18044","1444"
"201512","11","3","1211","255","26805","1704"
"201601","11","3","2508","256","82538","1757"
"201602","11","3","1242","305","26618","1975"
"201603","11","3","1533","320","19624","1730"
"201604","11","3","1094","274","13424","1812"
"201605","11","3","1021","262","12995","2836"
"201606","11","3","1489","295","17641","1757"
"201607","11","3","1303","238","21904","1506"
"201608","11","3","1593","325","19989","2437"
"201609","11","3","1398","303","17925","2423"
"201610","11","3","1230","252","17074","1654"
"201611","11","3","1599","244","18723","3320"
"201612","11","3","1605","263","26261","1773"
"201701","11","3","1502","223","20007","1602"
"201702","11","3","1329","265","12694","2140"
"201703","11","3","1407","300","14670","1972"
"201704","11","3","1185","259","15638","1748"
"201705","11","3","1507","242","21977","1522"
"201706","11","3","984","173","11507","1123"
"201707","11","3","1060","235","15737","1960"
"201708","11","3","604","222","6448","1467"
"201709","11","3","971","188","10392","1248"
"201710","11","3","919","201","8874","2805"
"201711","11","3","862","192","12369","1643"
"201712","11","3","901","268","14674","1595"
"201801","11","3","718","197","7082","1175"
"201802","11","3","799","176","8992","1047"
"201803","11","3","885","239","17453","1447"
"201804","11","3","840","212","13598","1673"
"201805","11","3","1442","194","37252","1259"
"201806","11","3","675","215","8608","1300"
"201807","11","3","715","219","9148","1611"
"201808","11","3","1031","243","15942","1411"
"201809","11","3","616","185","8265","1165"
"201810","11","3","835","214","12928","1316"
"201811","11","3","253","42","2378","200"
"199901","12","3","0","158","0","932"
"199902","12","3","0","215","0","992"
"199903","12","3","0","201","0","1080"
"199904","12","3","0","221","0","1267"
"199905","12","3","0","196","0","1115"
"199906","12","3","0","228","0","1252"
"199907","12","3","0","222","0","1275"
"199908","12","3","0","274","0","1674"
"199909","12","3","0","737","0","5033"
"199910","12","3","0","333","0","2383"
"199911","12","3","0","215","0","1334"
"199912","12","3","0","228","0","1431"
"200001","12","3","0","167","0","1005"
"200002","12","3","0","181","0","859"
"200003","12","3","0","136","0","703"
"200004","12","3","0","121","0","816"
"200005","12","3","0","131","0","944"
"200006","12","3","0","184","0","1023"
"200007","12","3","0","131","0","714"
"200008","12","3","0","132","0","841"
"200009","12","3","0","211","0","1285"
"200010","12","3","0","195","0","991"
"200011","12","3","0","179","0","1057"
"200012","12","3","0","195","0","1363"
"200101","12","3","0","192","0","1047"
"200102","12","3","0","166","0","1027"
"200103","12","3","0","161","0","916"
"200104","12","3","0","131","0","667"
"200105","12","3","0","257","0","1690"
"200106","12","3","0","222","0","1236"
"200107","12","3","0","252","0","1473"
"200108","12","3","0","200","0","965"
"200109","12","3","0","197","0","895"
"200110","12","3","0","121","0","621"
"200111","12","3","0","115","0","610"
"200112","12","3","0","86","0","426"
"200201","12","3","0","126","0","636"
"200202","12","3","0","144","0","674"
"200203","12","3","0","73","0","312"
"200204","12","3","0","124","0","442"
"200205","12","3","0","86","0","355"
"200206","12","3","0","53","0","212"
"200207","12","3","0","181","0","924"
"200208","12","3","0","210","0","1078"
"200209","12","3","0","94","0","444"
"200210","12","3","0","133","0","522"
"200211","12","3","0","188","0","948"
"200212","12","3","0","131","0","742"
"200301","12","3","0","157","0","790"
"200302","12","3","0","140","0","797"
"200303","12","3","0","128","0","1123"
"200304","12","3","0","126","0","1104"
"200305","12","3","0","213","0","1026"
"200306","12","3","0","207","0","1042"
"200307","12","3","0","207","0","923"
"200308","12","3","0","239","0","1010"
"200309","12","3","0","197","0","944"
"200310","12","3","0","265","0","1158"
"200311","12","3","0","93","0","534"
"200312","12","3","0","121","0","605"
"200401","12","3","0","188","0","1025"
"200402","12","3","0","110","0","509"
"200403","12","3","0","112","0","480"
"200404","12","3","0","175","0","829"
"200405","12","3","0","179","0","871"
"200406","12","3","0","196","0","892"
"200407","12","3","0","69","0","321"
"200408","12","3","0","85","0","425"
"200409","12","3","0","64","0","278"
"200410","12","3","0","90","0","416"
"200411","12","3","0","73","0","334"
"200412","12","3","0","135","0","598"
"200501","12","3","0","131","0","707"
"200502","12","3","0","59","0","268"
"200503","12","3","0","71","0","307"
"200504","12","3","0","48","0","215"
"200505","12","3","0","78","0","337"
"200506","12","3","0","70","0","267"
"200507","12","3","0","76","0","357"
"200508","12","3","0","110","0","453"
"200509","12","3","0","53","0","245"
"200510","12","3","0","51","0","276"
"200511","12","3","0","52","0","200"
"200512","12","3","0","42","0","189"
"200601","12","3","0","41","0","45"
"200602","12","3","0","68","0","86"
"200603","12","3","0","100","0","242"
"200604","12","3","0","108","0","246"
"200605","12","3","0","135","0","329"
"200606","12","3","0","104","0","311"
"200607","12","3","0","59","0","187"
"200608","12","3","0","140","0","513"
"200609","12","3","0","120","0","453"
"200610","12","3","0","51","0","103"
"200611","12","3","0","84","0","278"
"200612","12","3","0","55","0","244"
"200701","12","3","1","149","10","581"
"200702","12","3","0","123","0","454"
"200703","12","3","0","115","0","408"
"200704","12","3","0","167","0","632"
"200705","12","3","0","188","0","751"
"200706","12","3","0","186","0","784"
"200707","12","3","0","182","0","824"
"200708","12","3","0","132","0","631"
"200709","12","3","0","184","0","868"
"200710","12","3","0","186","0","940"
"200711","12","3","0","184","0","784"
"200712","12","3","0","150","0","1018"
"200801","12","3","0","205","0","1919"
"200802","12","3","0","173","0","823"
"200803","12","3","0","120","0","476"
"200804","12","3","0","166","0","813"
"200805","12","3","0","141","0","713"
"200806","12","3","0","143","0","797"
"200807","12","3","0","242","0","1470"
"200808","12","3","0","148","0","554"
"200809","12","3","0","171","0","961"
"200810","12","3","0","172","0","889"
"200811","12","3","0","184","0","1118"
"200812","12","3","0","153","0","879"
"200901","12","3","0","367","0","2520"
"200902","12","3","0","269","0","1634"
"200903","12","3","0","225","0","1466"
"200904","12","3","0","251","0","1538"
"200905","12","3","0","266","0","1261"
"200906","12","3","0","237","0","1228"
"200907","12","3","0","286","0","1918"
"200908","12","3","0","337","0","1720"
"200909","12","3","0","336","0","2222"
"200910","12","3","0","505","0","3357"
"200911","12","3","0","423","0","3397"
"200912","12","3","0","337","0","2259"
"201001","12","3","0","352","0","2400"
"201002","12","3","0","284","0","1716"
"201003","12","3","0","118","0","556"
"201004","12","3","0","166","0","847"
"201005","12","3","0","125","0","591"
"201006","12","3","0","77","0","391"
"201007","12","3","0","201","0","1199"
"201008","12","3","0","613","0","4883"
"201009","12","3","0","510","0","4541"
"201010","12","3","0","344","0","2899"
"201011","12","3","0","409","0","3996"
"201012","12","3","0","330","0","2183"
"201101","12","3","0","327","0","1975"
"201102","12","3","0","313","0","2031"
"201103","12","3","0","490","0","3459"
"201104","12","3","0","406","0","2834"
"201105","12","3","0","353","0","2284"
"201106","12","3","0","453","0","4554"
"201107","12","3","0","385","0","2574"
"201108","12","3","0","334","0","2501"
"201109","12","3","0","274","0","1716"
"201110","12","3","0","292","0","1492"
"201111","12","3","0","398","0","2304"
"201112","12","3","0","214","0","1690"
"201201","12","3","0","289","0","1862"
"201202","12","3","0","389","0","3736"
"201203","12","3","0","400","0","3403"
"201204","12","3","0","343","0","2472"
"201205","12","3","0","441","0","3208"
"201206","12","3","0","333","0","1888"
"201207","12","3","0","462","0","3400"
"201208","12","3","0","381","0","3177"
"201209","12","3","0","372","0","3433"
"201210","12","3","0","422","0","4027"
"201211","12","3","0","380","0","3131"
"201212","12","3","0","284","0","2122"
"201301","12","3","0","365","0","3093"
"201302","12","3","0","317","0","2219"
"201303","12","3","0","375","0","2101"
"201304","12","3","0","173","0","1334"
"201305","12","3","0","119","0","959"
"201306","12","3","0","296","0","2266"
"201307","12","3","0","495","0","4826"
"201308","12","3","0","571","0","6432"
"201309","12","3","0","709","0","6420"
"201310","12","3","0","519","0","5489"
"201311","12","3","0","792","0","7635"
"201312","12","3","0","399","0","2812"
"201401","12","3","0","506","0","5576"
"201402","12","3","7","638","46","6529"
"201403","12","3","6","426","155","4255"
"201404","12","3","9","395","40","3344"
"201405","12","3","3","371","25","2572"
"201406","12","3","8","276","38","2166"
"201407","12","3","9","470","38","5143"
"201408","12","3","1","502","8","5003"
"201409","12","3","2","363","4","2869"
"201410","12","3","6","507","53","4059"
"201411","12","3","2","384","70","3317"
"201412","12","3","0","860","0","13448"
"201501","12","3","22","1356","85","13026"
"201502","12","3","716","721","16034","7099"
"201503","12","3","1332","121","28131","1095"
"201504","12","3","1714","232","41237","1780"
"201505","12","3","945","116","20089","914"
"201506","12","3","695","135","15798","1075"
"201507","12","3","433","105","5979","596"
"201508","12","3","359","82","6010","641"
"201509","12","3","467","123","4791","1584"
"201510","12","3","494","125","6669","1306"
"201511","12","3","538","149","6063","1293"
"201512","12","3","472","114","5963","878"
"201601","12","3","586","117","11510","731"
"201602","12","3","675","125","16701","2552"
"201603","12","3","531","128","4518","768"
"201604","12","3","454","97","5020","643"
"201605","12","3","525","146","4851","948"
"201606","12","3","776","129","11754","957"
"201607","12","3","618","101","5708","556"
"201608","12","3","562","130","5607","1432"
"201609","12","3","567","135","5609","669"
"201610","12","3","403","151","4216","1041"
"201611","12","3","506","112","6418","2336"
"201612","12","3","519","134","4246","942"
"201701","12","3","457","119","4297","874"
"201702","12","3","628","107","7147","582"
"201703","12","3","444","139","4952","823"
"201704","12","3","370","141","4271","1180"
"201705","12","3","445","114","4637","818"
"201706","12","3","314","53","3310","284"
"201707","12","3","353","59","4140","460"
"201708","12","3","265","93","1628","451"
"201709","12","3","287","74","2046","516"
"201710","12","3","401","95","7123","2235"
"201711","12","3","328","111","3111","773"
"201712","12","3","318","81","4534","528"
"201801","12","3","285","79","5070","573"
"201802","12","3","269","47","4309","323"
"201803","12","3","383","105","3693","685"
"201804","12","3","345","105","6054","2273"
"201805","12","3","375","71","3942","429"
"201806","12","3","234","75","2378","447"
"201807","12","3","232","86","3004","509"
"201808","12","3","342","91","4552","579"
"201809","12","3","201","66","2095","360"
"201810","12","3","346","99","5370","664"
"201811","12","3","57","9","900","51"
"199901","13","3","0","66","0","401"
"199902","13","3","0","109","0","670"
"199903","13","3","0","65","0","393"
"199904","13","3","0","164","0","881"
"199905","13","3","0","103","0","604"
"199906","13","3","0","120","0","715"
"199907","13","3","0","93","0","565"
"199908","13","3","0","146","0","993"
"199909","13","3","0","436","0","2760"
"199910","13","3","0","161","0","969"
"199911","13","3","0","223","0","1313"
"199912","13","3","0","133","0","861"
"200001","13","3","0","249","0","1484"
"200002","13","3","0","115","0","525"
"200003","13","3","0","82","0","430"
"200004","13","3","0","64","0","564"
"200005","13","3","0","80","0","491"
"200006","13","3","0","64","0","419"
"200007","13","3","0","76","0","403"
"200008","13","3","0","130","0","709"
"200009","13","3","0","169","0","848"
"200010","13","3","0","104","0","550"
"200011","13","3","0","198","0","972"
"200012","13","3","0","184","0","958"
"200101","13","3","0","106","0","515"
"200102","13","3","0","153","0","965"
"200103","13","3","0","97","0","554"
"200104","13","3","0","126","0","800"
"200105","13","3","0","188","0","1326"
"200106","13","3","0","121","0","740"
"200107","13","3","0","108","0","708"
"200108","13","3","0","117","0","574"
"200109","13","3","0","129","0","687"
"200110","13","3","0","126","0","686"
"200111","13","3","0","77","0","365"
"200112","13","3","0","55","0","237"
"200201","13","3","0","103","0","472"
"200202","13","3","0","81","0","389"
"200203","13","3","0","52","0","262"
"200204","13","3","0","62","0","304"
"200205","13","3","0","30","0","131"
"200206","13","3","0","49","0","247"
"200207","13","3","0","86","0","404"
"200208","13","3","0","112","0","528"
"200209","13","3","0","98","0","382"
"200210","13","3","0","188","0","783"
"200211","13","3","0","168","0","784"
"200212","13","3","0","104","0","507"
"200301","13","3","0","112","0","580"
"200302","13","3","0","75","0","427"
"200303","13","3","0","124","0","750"
"200304","13","3","0","113","0","756"
"200305","13","3","0","158","0","923"
"200306","13","3","0","88","0","568"
"200307","13","3","0","119","0","661"
"200308","13","3","0","235","0","1427"
"200309","13","3","0","103","0","526"
"200310","13","3","0","103","0","602"
"200311","13","3","0","99","0","546"
"200312","13","3","0","90","0","515"
"200401","13","3","0","57","0","254"
"200402","13","3","0","41","0","229"
"200403","13","3","0","82","0","416"
"200404","13","3","0","89","0","448"
"200405","13","3","0","82","0","490"
"200406","13","3","0","110","0","466"
"200407","13","3","0","58","0","279"
"200408","13","3","0","62","0","324"
"200409","13","3","0","114","0","606"
"200410","13","3","0","62","0","341"
"200411","13","3","0","38","0","184"
"200412","13","3","0","83","0","499"
"200501","13","3","0","180","0","1083"
"200502","13","3","0","49","0","239"
"200503","13","3","1","64","1","320"
"200504","13","3","0","31","0","128"
"200505","13","3","0","60","0","268"
"200506","13","3","0","64","0","343"
"200507","13","3","0","34","0","160"
"200508","13","3","0","70","0","373"
"200509","13","3","0","41","0","219"
"200510","13","3","0","86","0","451"
"200511","13","3","0","71","0","339"
"200512","13","3","1","94","55","562"
"200601","13","3","0","38","0","44"
"200602","13","3","0","60","0","81"
"200603","13","3","0","58","0","165"
"200604","13","3","0","94","0","267"
"200605","13","3","0","80","0","230"
"200606","13","3","0","88","0","264"
"200607","13","3","0","69","0","252"
"200608","13","3","0","103","0","358"
"200609","13","3","0","89","0","340"
"200610","13","3","0","46","0","106"
"200611","13","3","0","65","0","314"
"200612","13","3","0","78","0","287"
"200701","13","3","0","77","0","293"
"200702","13","3","0","62","0","283"
"200703","13","3","0","86","0","319"
"200704","13","3","0","132","0","510"
"200705","13","3","0","92","0","317"
"200706","13","3","0","76","0","386"
"200707","13","3","0","131","0","491"
"200708","13","3","0","41","0","136"
"200709","13","3","1","143","10","922"
"200710","13","3","0","139","0","616"
"200711","13","3","0","99","0","398"
"200712","13","3","0","63","0","434"
"200801","13","3","0","63","0","722"
"200802","13","3","0","129","0","689"
"200803","13","3","0","99","0","520"
"200804","13","3","0","75","0","343"
"200805","13","3","0","76","0","466"
"200806","13","3","0","90","0","493"
"200807","13","3","0","134","0","787"
"200808","13","3","0","77","0","494"
"200809","13","3","0","62","0","210"
"200810","13","3","0","114","0","704"
"200811","13","3","0","201","0","1123"
"200812","13","3","0","134","0","567"
"200901","13","3","0","181","0","1153"
"200902","13","3","0","196","0","1052"
"200903","13","3","0","142","0","1224"
"200904","13","3","0","204","0","1265"
"200905","13","3","0","142","0","660"
"200906","13","3","0","116","0","570"
"200907","13","3","0","188","0","1323"
"200908","13","3","0","285","0","2235"
"200909","13","3","0","292","0","1923"
"200910","13","3","0","199","0","1234"
"200911","13","3","0","169","0","1322"
"200912","13","3","0","246","0","3059"
"201001","13","3","0","160","0","1157"
"201002","13","3","0","154","0","1004"
"201003","13","3","0","146","0","639"
"201004","13","3","0","81","0","658"
"201005","13","3","0","100","0","560"
"201006","13","3","0","80","0","325"
"201007","13","3","0","115","0","1106"
"201008","13","3","0","398","0","3928"
"201009","13","3","0","396","0","2497"
"201010","13","3","0","218","0","1490"
"201011","13","3","0","308","0","3092"
"201012","13","3","0","203","0","1127"
"201101","13","3","0","172","0","1092"
"201102","13","3","0","257","0","2218"
"201103","13","3","0","230","0","1566"
"201104","13","3","0","239","0","1874"
"201105","13","3","0","239","0","2099"
"201106","13","3","0","237","0","1844"
"201107","13","3","0","193","0","1208"
"201108","13","3","0","222","0","2347"
"201109","13","3","0","177","0","1346"
"201110","13","3","0","170","0","1085"
"201111","13","3","0","210","0","2147"
"201112","13","3","0","126","0","1044"
"201201","13","3","0","269","0","3186"
"201202","13","3","0","146","0","1219"
"201203","13","3","0","221","0","2780"
"201204","13","3","0","200","0","1300"
"201205","13","3","0","253","0","2548"
"201206","13","3","0","169","0","1215"
"201207","13","3","0","254","0","3160"
"201208","13","3","0","182","0","1504"
"201209","13","3","0","285","0","2548"
"201210","13","3","0","352","0","3908"
"201211","13","3","0","176","0","1493"
"201212","13","3","0","190","0","2996"
"201301","13","3","0","163","0","1171"
"201302","13","3","0","144","0","791"
"201303","13","3","0","154","0","1272"
"201304","13","3","0","67","0","560"
"201305","13","3","0","70","0","674"
"201306","13","3","0","213","0","2457"
"201307","13","3","0","206","0","1944"
"201308","13","3","0","301","0","4412"
"201309","13","3","0","424","0","4869"
"201310","13","3","0","322","0","2789"
"201311","13","3","0","394","0","3845"
"201312","13","3","0","204","0","1710"
"201401","13","3","0","188","0","1685"
"201402","13","3","0","342","0","2993"
"201403","13","3","0","244","0","1969"
"201404","13","3","3","163","25","1800"
"201405","13","3","4","138","18","924"
"201406","13","3","0","154","0","1281"
"201407","13","3","0","213","0","1781"
"201408","13","3","2","257","40","2390"
"201409","13","3","2","207","20","1486"
"201410","13","3","1","230","10","1723"
"201411","13","3","1","213","10","1798"
"201412","13","3","1","222","10","1466"
"201501","13","3","7","502","274","6939"
"201502","13","3","212","325","2969","3013"
"201503","13","3","519","45","11231","475"
"201504","13","3","744","56","14980","277"
"201505","13","3","463","53","9449","286"
"201506","13","3","299","46","5070","231"
"201507","13","3","337","34","5618","456"
"201508","13","3","295","72","4534","783"
"201509","13","3","389","66","4805","518"
"201510","13","3","357","46","3227","736"
"201511","13","3","369","47","7717","261"
"201512","13","3","399","49","8618","268"
"201601","13","3","905","44","17989","471"
"201602","13","3","472","33","8432","168"
"201603","13","3","334","56","6111","381"
"201604","13","3","284","57","3492","1176"
"201605","13","3","282","50","7533","537"
"201606","13","3","427","55","4674","283"
"201607","13","3","445","33","5389","171"
"201608","13","3","574","59","5136","374"
"201609","13","3","411","39","3811","243"
"201610","13","3","276","41","4532","275"
